order_id,product_id,category,warehouse_id,season,storage_type,perishable,fragile,on_hand_qty,avg_daily_sales,demand_std,lead_time_days,supplier_score,reorder_point,safety_stock,days_since_last_reorder,last_reorder_date,unit_weight_kg,unit_volume_m3,last_purchase_price,promotion,backorder_count,returns_rate,target_stockout_risk
O00043,P0067,Hardware,W3,Q3,Pallet,0,0,44.0,4.18,1.45,9.0,98.0,58,20,0,2025-11-14,18.762,0.1053,1.12,0,1,0.046,0
O00330,P0121,Accessories,W2,Q1,Pallet,0,0,40.0,2.78,1.24,7.0,83.0,32,13,18,2025-10-27,5.426,0.0607,2.35,0,2,0.022,0
O00168,P0058,Chemicals,W4,Q3,Rack,0,0,10.0,0.95,0.12,8.0,94.0,9,1,7,2025-11-07,13.941,0.3512,4.7,0,0,0.0,0
O00501,P0135,Hardware,W5,Q4,Pallet,0,0,74.0,6.38,2.95,11.0,70.0,119,49,7,2025-11-07,9.51,0.1705,5.39,0,2,0.023,1
O00885,P0124,Accessories,W2,Q3,Pallet,0,0,62.0,3.31,1.64,8.0,98.0,46,20,11,2025-11-03,17.184,0.453,4.19,0,0,0.018,0
O00604,P0113,Electronics,W1,Q3,Shelf,0,1,60.0,4.38,2.74,6.0,85.0,51,25,4,2025-11-10,13.963,0.2309,5.65,0,0,0.008,0
O00893,P0070,Hardware,W3,Q2,Rack,0,0,44.0,7.59,5.13,8.0,75.0,123,62,17,2025-10-28,17.151,0.2672,4.25,1,0,0.018,1
O00101,P0188,Accessories,W3,Q2,Shelf,0,0,18.0,12.74,2.1,5.0,95.0,80,16,17,2025-10-28,6.863,0.2593,3.52,0,0,0.019,1
O00427,P0044,Clothing,W5,Q4,Rack,0,0,50.0,5.12,0.68,6.0,69.0,37,6,16,2025-10-29,20.074,0.2435,5.84,0,1,0.006,0
O00179,P0013,Perishables,W2,Q2,Pallet,1,0,100.0,19.73,12.02,9.0,100.0,340,162,12,2025-11-02,9.761,0.1148,4.77,0,1,0.042,0
O00445,P0177,Hardware,W3,Q3,Pallet,0,0,15.0,2.37,0.96,8.0,77.0,31,12,21,2025-10-24,11.796,0.4391,10.98,0,1,0.029,1
O00417,P0126,Accessories,W3,Q4,Rack,0,0,116.0,14.29,5.19,11.0,72.0,243,86,25,2025-10-20,18.949,0.366,1.3,1,0,0.026,1
O00654,P0023,Electronics,W1,Q3,Pallet,0,0,92.0,11.58,5.08,10.0,64.0,192,76,66,2025-09-09,1.839,0.0178,28.25,0,0,0.028,1
O00891,P0113,Chemicals,W1,Q2,Shelf,0,0,33.0,5.29,0.04,8.0,69.0,42,0,13,2025-11-01,14.551,0.2128,4.66,0,1,0.018,1
O00665,P0014,Accessories,W4,Q1,Rack,0,1,51.0,10.6,0.46,9.0,59.0,101,6,17,2025-10-28,11.307,0.302,2.11,0,0,0.025,1
O00178,P0049,Electronics,W4,Q2,Pallet,0,0,92.0,10.53,4.13,9.0,69.0,151,56,3,2025-11-11,16.376,0.0931,6.64,0,0,0.026,1
O00396,P0178,Hardware,W4,Q2,Shelf,0,0,42.0,3.03,2.56,10.0,93.0,68,38,0,2025-11-14,3.026,0.1127,7.33,0,1,0.02,1
O00683,P0146,Hardware,W4,Q4,Rack,0,0,64.0,8.41,3.18,10.0,80.0,132,48,5,2025-11-09,13.01,0.3162,2.28,0,1,0.034,1
O00802,P0062,Accessories,W5,Q4,Pallet,0,0,60.0,1.86,0.58,11.0,77.0,30,10,0,2025-11-14,22.708,0.268,20.84,0,1,0.037,0
O00971,P0189,Chemicals,W4,Q1,Shelf,0,0,51.0,3.69,2.58,5.0,83.0,37,19,5,2025-11-09,3.177,0.2797,6.03,0,1,0.018,0
O00981,P0119,Chemicals,W2,Q1,Shelf,0,0,26.0,3.42,1.69,9.0,78.0,54,23,9,2025-11-05,9.911,0.4565,2.61,1,0,0.025,1
O00384,P0111,Hardware,W5,Q4,Rack,0,0,9.0,1.6,0.76,4.0,85.0,11,5,6,2025-11-08,4.06,0.4891,2.62,0,0,0.008,0
O00967,P0010,Chemicals,W2,Q1,Shelf,0,0,42.0,3.57,0.96,4.0,78.0,20,6,9,2025-11-05,2.927,0.2522,47.18,0,0,0.006,0
O00619,P0031,Clothing,W2,Q2,Shelf,0,0,69.0,7.05,1.46,8.0,88.0,74,18,10,2025-11-04,6.462,0.0266,1.48,0,1,0.013,1
O00258,P0047,Accessories,W3,Q1,Shelf,0,1,53.0,3.36,2.02,6.0,86.0,38,18,2,2025-11-12,4.197,0.4583,3.0,0,0,0.033,0
O00336,P0180,Electronics,W5,Q1,Pallet,0,0,131.0,20.12,2.97,9.0,67.0,221,40,4,2025-11-10,23.391,0.3649,13.26,1,4,0.025,1
O00016,P0138,Perishables,W5,Q4,Shelf,1,0,62.0,6.36,2.12,14.0,72.0,134,45,12,2025-11-02,16.522,0.1403,2.11,0,2,0.027,1
O00636,P0176,Perishables,W5,Q1,Pallet,1,0,118.0,15.35,6.78,9.0,89.0,230,92,0,2025-11-14,5.315,0.0376,0.93,0,0,0.05,1
O00325,P0193,Perishables,W3,Q1,Shelf,1,0,89.0,11.64,3.08,11.0,73.0,179,51,3,2025-11-11,6.262,0.1865,3.79,0,0,0.014,1
O00766,P0029,Chemicals,W4,Q4,Rack,0,0,45.0,4.94,1.94,11.0,65.0,86,32,0,2025-11-14,14.441,0.0315,0.93,0,2,0.023,1
O00223,P0073,Clothing,W4,Q1,Shelf,0,0,64.0,4.11,3.25,6.0,89.0,54,29,16,2025-10-29,23.516,0.3246,19.21,0,0,0.015,0
O00180,P0142,Hardware,W5,Q2,Pallet,0,0,44.0,7.89,4.25,9.0,91.0,128,57,11,2025-11-03,16.954,0.1869,9.76,0,1,0.04,1
O00994,P0134,Clothing,W2,Q4,Rack,0,0,51.0,4.11,0.63,12.0,82.0,60,11,12,2025-11-02,8.787,0.3673,2.04,0,0,0.001,0
O00522,P0097,Electronics,W4,Q2,Rack,0,1,,,1.04,,,61,14,7,2025-11-07,11.032,0.2052,3.73,0,1,0.013,1
O00023,P0042,Accessories,W5,Q3,Pallet,0,1,21.0,3.83,2.66,8.0,93.0,63,32,1,2025-11-13,12.341,0.0062,1.57,0,0,0.02,1
O00357,P0123,Hardware,W5,Q2,Rack,0,0,72.0,8.87,2.59,11.0,81.0,141,43,6,2025-11-08,7.175,0.4808,5.56,0,0,0.021,1
O00680,P0060,Electronics,W3,Q2,Shelf,0,1,38.0,6.01,1.16,8.0,95.0,62,14,12,2025-11-02,22.056,0.1487,4.9,0,0,0.019,1
O00870,P0148,Accessories,W3,Q4,Pallet,0,0,52.0,2.11,1.27,8.0,73.0,32,15,9,2025-11-05,11.006,0.3403,4.77,0,0,0.033,0
O00341,P0185,Accessories,W4,Q4,Rack,0,0,20.0,2.85,0.24,6.0,96.0,19,2,2,2025-11-12,19.523,0.101,5.23,0,0,0.017,0
O00432,P0090,Chemicals,W5,Q4,Rack,0,0,18.0,2.1,0.01,8.0,86.0,17,0,0,2025-11-14,1.527,0.2554,9.69,0,2,0.026,0
O00803,P0116,Clothing,W4,Q1,Pallet,0,0,25.0,2.69,1.32,7.0,75.0,33,14,51,2025-09-24,13.611,0.2371,1.06,0,1,0.025,0
O00842,P0092,Electronics,W4,Q4,Pallet,0,0,49.0,5.27,3.33,8.0,87.0,82,40,1,2025-11-13,16.454,0.3481,9.33,0,0,0.028,1
O00204,P0089,Clothing,W1,Q4,Shelf,0,0,58.0,8.25,0.3,10.0,60.0,86,4,0,2025-11-14,24.46,0.4829,4.99,0,2,0.03,1
O00637,P0159,Clothing,W2,Q3,Rack,0,0,,,0.79,,,17,7,3,2025-11-11,21.197,0.3796,1.65,0,0,0.003,0
O00094,P0197,Perishables,W2,Q1,Rack,1,0,115.0,13.53,3.8,10.0,85.0,192,57,9,2025-11-05,23.58,0.1207,0.98,0,0,0.042,1
O00807,P0077,Electronics,W5,Q2,Shelf,0,0,95.0,11.06,7.21,9.0,96.0,197,97,12,2025-11-02,9.872,0.1094,7.97,0,0,0.028,1
O00069,P0104,Accessories,W1,Q3,Shelf,0,1,63.0,4.5,2.6,7.0,97.0,58,27,24,2025-10-21,5.306,0.3117,8.18,0,0,0.028,0
O00629,P0046,Accessories,W5,Q3,Rack,0,0,67.0,2.61,1.31,11.0,71.0,51,22,30,2025-10-15,12.8,0.457,1.24,0,0,0.014,0
O00285,P0081,Chemicals,W3,Q3,Rack,0,0,39.0,5.66,1.59,5.0,67.0,40,12,3,2025-11-11,14.74,0.0263,6.65,0,1,0.015,1
O00886,P0080,Perishables,W2,Q2,Pallet,1,0,60.0,9.81,1.08,11.0,72.0,126,18,7,2025-11-07,2.025,0.2939,15.77,0,0,0.052,1
O00435,P0132,Chemicals,W1,Q4,Pallet,0,0,22.0,3.57,1.77,11.0,81.0,68,29,6,2025-11-08,18.822,0.2434,24.05,0,1,0.018,1
O00154,P0106,Accessories,W2,Q2,Pallet,0,1,78.0,14.22,7.67,8.0,69.0,206,92,18,2025-10-27,0.335,0.352,5.36,0,2,0.029,1
O00076,P0179,Accessories,W4,Q2,Pallet,0,0,13.0,4.74,4.1,4.0,94.0,44,25,10,2025-11-04,22.456,0.1221,4.86,0,1,0.018,1
O00738,P0061,Accessories,W4,Q2,Shelf,0,1,,,5.0,,,248,68,3,2025-11-11,8.8,0.1088,5.45,0,0,0.033,0
O00447,P0180,Hardware,W4,Q1,Rack,0,0,59.0,6.89,0.7,5.0,89.0,39,5,19,2025-10-26,1.793,0.339,1.84,1,0,0.01,0
O00189,P0180,Electronics,W5,Q2,Rack,0,1,23.0,3.5,0.81,7.0,84.0,34,9,17,2025-10-28,7.178,0.3709,7.8,0,0,0.024,1
O00272,P0120,Accessories,W2,Q1,Rack,0,1,61.0,11.31,1.87,8.0,79.0,112,22,14,2025-10-31,10.666,0.2829,2.5,0,0,0.019,1
O00237,P0027,Chemicals,W5,Q3,Pallet,0,0,21.0,3.03,1.45,11.0,80.0,57,24,24,2025-10-21,11.46,0.0908,3.8,0,0,0.014,1
O00488,P0120,Perishables,W4,Q3,Pallet,1,0,148.0,18.33,2.96,10.0,83.0,227,44,4,2025-11-10,20.251,0.348,12.87,0,1,0.032,1
O00118,P0159,Hardware,W5,Q4,Shelf,0,0,59.0,13.01,3.61,6.0,72.0,110,32,35,2025-10-10,8.317,0.2413,2.64,0,0,0.005,1
O00827,P0003,Electronics,W4,Q3,Rack,0,0,92.0,12.25,6.22,8.0,82.0,173,75,3,2025-11-11,13.033,0.341,3.45,0,1,0.001,1
O00513,P0041,Chemicals,W4,Q4,Rack,0,0,59.0,5.86,3.73,8.0,57.0,92,45,15,2025-10-30,9.318,0.269,2.14,0,3,0.033,1
O00558,P0058,Perishables,W5,Q3,Shelf,1,0,82.0,11.53,6.52,9.0,75.0,192,88,7,2025-11-07,5.248,0.2626,0.81,0,0,0.032,1
O00598,P0085,Perishables,W4,Q3,Rack,1,0,133.0,14.61,8.26,11.0,73.0,297,136,2,2025-11-12,5.024,0.213,4.34,1,1,0.054,1
O00127,P0011,Clothing,W3,Q3,Rack,0,0,11.0,2.27,0.4,8.0,87.0,23,5,6,2025-11-08,13.598,0.1143,3.36,1,1,0.038,1
O00117,P0022,Hardware,W1,Q4,Rack,0,0,66.0,4.9,3.67,10.0,89.0,104,55,7,2025-11-07,2.65,0.1926,15.44,0,1,0.018,1
O00474,P0185,Perishables,W3,Q3,Pallet,1,0,47.0,7.3,2.36,12.0,71.0,130,42,3,2025-11-11,3.499,0.1998,0.52,0,1,0.028,1
O00966,P0171,Accessories,W4,Q2,Rack,0,0,41.0,8.49,1.56,6.0,87.0,65,14,1,2025-11-13,16.988,0.3897,0.44,0,0,0.02,1
O00058,P0172,Chemicals,W2,Q2,Shelf,0,0,58.0,2.01,0.94,9.0,75.0,31,13,2,2025-11-12,13.678,0.0385,7.29,0,0,0.032,0
O00681,P0093,Clothing,W4,Q1,Shelf,0,0,39.0,8.1,4.24,9.0,99.0,130,57,1,2025-11-13,2.145,0.1701,3.3,0,1,0.019,0
O00921,P0002,Accessories,W4,Q2,Rack,0,0,49.0,8.81,2.08,7.0,88.0,84,22,12,2025-11-02,3.76,0.434,3.87,0,0,0.035,0
O00370,P0074,Electronics,W5,Q4,Rack,0,0,36.0,4.79,0.36,10.0,76.0,53,5,18,2025-10-27,6.661,0.1797,37.66,1,1,0.025,1
O00269,P0017,Accessories,W5,Q3,Shelf,0,0,74.0,5.47,3.07,12.0,76.0,121,55,6,2025-11-08,12.076,0.379,1.26,0,1,0.008,1
O00047,P0181,Perishables,W5,Q1,Rack,1,0,146.0,20.03,9.25,10.0,76.0,339,139,1,2025-11-13,20.882,0.4922,0.69,0,0,0.035,1
O00350,P0039,Perishables,W4,Q4,Pallet,1,0,32.0,5.56,4.47,7.0,75.0,86,47,22,2025-10-23,18.932,0.1663,1.61,0,0,0.045,1
O00196,P0090,Accessories,W3,Q3,Pallet,0,0,36.0,1.43,0.3,11.0,84.0,21,5,5,2025-11-09,20.782,0.0604,11.0,0,1,0.019,0
O00050,P0176,Chemicals,W3,Q4,Rack,0,0,31.0,2.71,0.26,10.0,77.0,31,4,14,2025-10-31,2.168,0.038,7.19,0,1,0.038,0
O00843,P0100,Clothing,W4,Q2,Pallet,0,0,28.0,3.34,1.79,8.0,84.0,48,21,23,2025-10-22,0.16,0.0007,2.97,0,0,0.019,0
O00744,P0156,Hardware,W5,Q2,Rack,0,0,73.0,6.53,4.51,8.0,80.0,106,54,13,2025-11-01,17.279,0.0574,0.97,0,1,0.019,0
O00264,P0020,Accessories,W2,Q3,Rack,0,1,72.0,4.93,2.59,10.0,68.0,88,39,5,2025-11-09,23.83,0.3598,0.61,0,2,0.016,1
O00444,P0118,Electronics,W1,Q4,Pallet,0,1,49.0,7.26,4.03,7.0,68.0,93,42,10,2025-11-04,17.829,0.2753,8.53,0,1,0.032,1
O00810,P0198,Perishables,W3,Q4,Shelf,1,0,60.0,13.33,2.59,7.0,76.0,120,27,11,2025-11-03,15.59,0.0769,2.0,0,1,0.044,1
O00305,P0084,Chemicals,W4,Q4,Rack,0,0,26.0,1.76,0.14,12.0,76.0,24,3,24,2025-10-21,5.422,0.4099,14.61,0,2,0.008,0
O00342,P0040,Perishables,W2,Q1,Rack,1,0,65.0,11.35,6.46,11.0,86.0,232,107,18,2025-10-27,18.193,0.4904,1.9,0,0,0.034,1
O00605,P0191,Accessories,W5,Q3,Pallet,0,0,52.0,3.38,1.51,5.0,73.0,28,11,7,2025-11-07,21.021,0.4417,8.7,0,0,0.007,0
O00977,P0198,Clothing,W2,Q2,Pallet,0,0,53.0,3.95,2.56,7.0,100.0,55,27,19,2025-10-26,1.302,0.441,1.08,0,1,0.0,1
O00150,P0195,Clothing,W5,Q1,Pallet,0,0,42.0,8.95,2.55,10.0,81.0,128,38,14,2025-10-31,0.05,0.2086,0.72,0,0,0.013,1
O00125,P0079,Accessories,W5,Q4,Shelf,0,1,57.0,4.51,1.47,8.0,84.0,54,18,14,2025-10-31,11.49,0.145,2.52,0,1,0.022,0
O00794,P0021,Clothing,W1,Q4,Shelf,0,0,63.0,12.22,2.13,7.0,88.0,108,22,20,2025-10-25,19.408,0.0425,2.57,0,1,0.03,1
O00831,P0126,Clothing,W2,Q3,Pallet,0,0,45.0,1.0,0.59,6.0,84.0,11,5,2,2025-11-12,22.448,0.4899,15.15,0,1,0.017,0
O00051,P0014,Electronics,W4,Q1,Shelf,0,1,69.0,5.44,1.38,5.0,86.0,37,10,30,2025-10-15,11.178,0.0744,6.06,0,0,0.024,0
O00354,P0173,Accessories,W5,Q1,Pallet,0,1,67.0,4.08,1.45,6.0,73.0,37,13,1,2025-11-13,14.101,0.4719,3.13,0,1,0.01,0
O00936,P0054,Accessories,W3,Q3,Pallet,0,0,56.0,8.86,4.46,10.0,85.0,156,67,8,2025-11-06,10.755,0.0093,1.45,1,0,0.01,1
O00143,P0196,Accessories,W4,Q3,Shelf,0,0,62.0,5.84,4.78,6.0,86.0,78,43,6,2025-11-08,17.007,0.0386,5.33,0,0,0.014,0
O00471,P0147,Chemicals,W1,Q1,Pallet,0,0,10.0,3.11,1.46,4.0,80.0,21,9,12,2025-11-02,2.185,0.4231,3.77,0,0,0.027,0
O00400,P0075,Chemicals,W1,Q4,Shelf,0,0,15.0,1.48,0.42,7.0,63.0,14,4,11,2025-11-03,10.288,0.3255,6.57,0,3,0.03,0
O00632,P0052,Perishables,W2,Q3,Shelf,1,0,63.0,11.02,6.71,10.0,87.0,211,101,32,2025-10-13,8.262,0.443,2.31,0,1,0.033,1
O00321,P0029,Perishables,W2,Q4,Rack,1,0,49.0,2.1,0.25,10.0,85.0,25,4,14,2025-10-31,5.189,0.3548,1.54,0,0,0.054,0
O00020,P0138,Perishables,W3,Q3,Pallet,1,0,109.0,17.87,9.1,8.0,92.0,252,109,13,2025-11-01,18.876,0.052,2.31,0,1,0.035,1
O00818,P0199,Clothing,W3,Q1,Rack,0,0,21.0,7.19,2.92,6.0,89.0,69,26,23,2025-10-22,7.144,0.3271,18.08,0,0,0.029,0
O00801,P0141,Perishables,W3,Q4,Shelf,1,0,53.0,1.54,0.53,9.0,85.0,21,7,2,2025-11-12,6.251,0.1897,2.74,0,2,0.061,0
O00817,P0102,Chemicals,W5,Q2,Pallet,0,0,22.0,3.02,0.69,10.0,73.0,40,10,6,2025-11-08,12.198,0.0037,6.97,1,1,0.021,1
O00408,P0124,Electronics,W3,Q1,Shelf,0,1,91.0,6.99,2.29,12.0,93.0,125,41,0,2025-11-14,23.424,0.0661,2.35,0,0,0.013,1
O00538,P0115,Hardware,W2,Q2,Pallet,0,0,67.0,7.33,4.62,14.0,80.0,200,97,6,2025-11-08,9.979,0.1554,6.89,1,0,0.008,1
O00627,P0081,Chemicals,W5,Q2,Rack,0,0,,,0.26,,,9,4,18,2025-10-27,16.468,0.1159,13.09,0,0,0.016,0
O00039,P0056,Electronics,W5,Q1,Rack,0,0,25.0,7.22,3.25,8.0,92.0,97,39,2,2025-11-12,18.611,0.0138,24.73,1,1,0.024,1
O00176,P0095,Hardware,W4,Q2,Shelf,0,0,42.0,7.35,3.62,6.0,85.0,77,33,16,2025-10-29,19.462,0.3805,0.91,1,0,0.023,1
O00246,P0162,Accessories,W5,Q2,Pallet,0,1,10.0,2.96,1.15,8.0,80.0,38,14,7,2025-11-07,11.045,0.44,3.25,0,0,0.009,1
O00837,P0181,Accessories,W2,Q2,Shelf,0,0,54.0,3.98,1.73,6.0,86.0,40,16,6,2025-11-08,21.368,0.2942,0.48,0,0,0.036,0
O00674,P0162,Electronics,W5,Q4,Rack,0,0,28.0,3.13,1.63,11.0,82.0,61,27,12,2025-11-02,15.302,0.0717,8.5,0,0,0.0,1
O00762,P0002,Accessories,W3,Q4,Pallet,0,0,,,0.86,,,29,10,12,2025-11-02,9.798,0.3832,1.53,0,0,0.014,0
O00867,P0141,Electronics,W3,Q2,Shelf,0,1,33.0,2.73,0.99,9.0,82.0,38,13,0,2025-11-14,19.633,0.0303,14.38,0,2,0.028,0
O00155,P0062,Clothing,W5,Q2,Pallet,0,0,98.0,15.13,4.46,9.0,80.0,196,60,1,2025-11-13,21.639,0.0791,1.11,0,1,0.01,0
O00288,P0108,Hardware,W2,Q3,Shelf,0,0,23.0,2.76,1.0,10.0,73.0,43,15,15,2025-10-30,21.465,0.4225,1.87,0,0,0.009,1
O00821,P0012,Hardware,W2,Q3,Rack,0,0,40.0,8.73,1.79,8.0,66.0,91,21,5,2025-11-09,2.825,0.0164,3.01,0,3,0.017,1
O00570,P0191,Perishables,W4,Q3,Shelf,1,0,123.0,20.59,0.01,10.0,89.0,206,0,3,2025-11-11,13.942,0.3545,2.76,0,0,0.044,1
O00751,P0021,Hardware,W2,Q1,Shelf,0,0,33.0,5.5,1.92,10.0,85.0,84,29,13,2025-11-01,5.275,0.4745,2.72,1,0,0.001,1
O00018,P0175,Clothing,W5,Q4,Pallet,0,0,41.0,2.07,0.91,10.0,70.0,35,14,4,2025-11-10,16.1,0.2294,1.68,0,2,0.023,0
O00128,P0173,Accessories,W5,Q3,Pallet,0,0,74.0,6.65,2.64,6.0,78.0,64,24,4,2025-11-10,7.18,0.102,3.72,0,1,0.0,0
O00323,P0110,Accessories,W3,Q4,Pallet,0,0,23.0,7.47,4.29,6.0,89.0,84,39,0,2025-11-14,24.987,0.4012,1.05,0,1,0.012,0
O00256,P0191,Clothing,W4,Q2,Shelf,0,0,38.0,2.72,0.85,6.0,82.0,24,8,17,2025-10-28,5.142,0.2348,7.0,0,1,0.033,0
O00775,P0080,Perishables,W2,Q1,Rack,1,0,122.0,13.37,7.67,11.0,77.0,274,127,3,2025-11-11,1.448,0.2046,2.88,0,0,0.034,1
O00975,P0200,Hardware,W1,Q1,Shelf,0,0,34.0,7.6,0.21,7.0,78.0,55,2,17,2025-10-28,9.414,0.3588,16.37,1,0,0.013,1
O00191,P0171,Perishables,W3,Q4,Pallet,1,0,75.0,10.52,2.29,11.0,68.0,154,38,3,2025-11-11,5.228,0.1195,2.57,1,2,0.049,1
O00116,P0162,Chemicals,W1,Q2,Pallet,0,0,57.0,3.45,0.74,11.0,70.0,50,12,21,2025-10-24,11.453,0.259,8.94,0,1,0.035,0
O00623,P0046,Chemicals,W5,Q2,Pallet,0,0,20.0,3.94,1.93,11.0,78.0,75,32,0,2025-11-14,11.889,0.4434,4.68,0,1,0.03,1
O00607,P0099,Hardware,W5,Q1,Rack,0,0,40.0,10.35,9.47,7.0,77.0,171,99,1,2025-11-13,20.261,0.2409,3.13,0,0,0.023,0
O00181,P0153,Electronics,W3,Q2,Pallet,0,0,20.0,2.51,1.85,10.0,88.0,53,28,6,2025-11-08,16.711,0.335,11.23,1,1,0.033,1
O00302,P0185,Accessories,W4,Q2,Pallet,0,1,50.0,3.21,0.55,7.0,93.0,28,6,25,2025-10-20,20.546,0.1774,4.19,1,1,0.032,0
O00811,P0059,Chemicals,W5,Q4,Pallet,0,0,40.0,5.56,1.83,12.0,73.0,100,33,1,2025-11-13,8.036,0.2417,12.95,0,0,0.032,1
O00900,P0085,Perishables,W4,Q1,Shelf,1,0,,,5.11,,,241,100,7,2025-11-07,24.014,0.0453,3.04,0,0,0.041,1
O00731,P0057,Accessories,W2,Q4,Pallet,0,1,60.0,6.02,3.69,9.0,76.0,104,50,3,2025-11-11,7.68,0.4425,5.66,1,1,0.032,1
O00844,P0105,Electronics,W3,Q2,Shelf,0,0,14.0,0.54,0.04,6.0,84.0,3,0,43,2025-10-02,19.811,0.3973,7.32,0,1,0.025,0
O00668,P0116,Perishables,W5,Q3,Rack,1,0,106.0,16.8,4.11,9.0,90.0,206,55,0,2025-11-14,14.593,0.0263,6.66,0,0,0.032,1
O00518,P0020,Hardware,W3,Q2,Shelf,0,0,64.0,4.73,1.37,10.0,86.0,68,21,2,2025-11-12,14.998,0.0449,1.39,0,0,0.034,1
O00995,P0187,Clothing,W2,Q3,Pallet,0,0,60.0,7.39,0.01,9.0,70.0,67,0,6,2025-11-08,0.399,0.2197,2.05,0,3,0.044,1
O00046,P0018,Hardware,W3,Q2,Shelf,0,0,32.0,1.53,0.93,6.0,97.0,17,8,5,2025-11-09,13.824,0.2183,3.22,0,1,0.019,0
O00918,P0185,Clothing,W4,Q1,Pallet,0,0,66.0,18.0,4.03,7.0,86.0,168,42,54,2025-09-21,15.016,0.0171,2.64,0,0,0.012,1
O00158,P0177,Perishables,W4,Q2,Shelf,1,0,53.0,4.72,3.32,11.0,66.0,107,55,4,2025-11-10,9.97,0.1325,1.66,0,0,0.023,1
O00752,P0122,Accessories,W1,Q4,Pallet,0,0,11.0,1.71,0.79,6.0,79.0,17,7,19,2025-10-26,19.456,0.123,8.11,1,1,0.027,1
O00172,P0163,Clothing,W3,Q4,Rack,0,0,41.0,6.66,1.82,11.0,61.0,103,30,4,2025-11-10,11.633,0.3615,1.05,0,2,0.027,1
O00017,P0036,Accessories,W4,Q1,Pallet,0,0,38.0,9.57,7.41,8.0,72.0,166,89,6,2025-11-08,4.371,0.2172,10.03,0,1,0.006,1
O00512,P0170,Clothing,W5,Q3,Pallet,0,0,24.0,1.51,0.87,10.0,84.0,28,13,6,2025-11-08,19.223,0.1112,1.12,0,0,0.023,1
O00049,P0191,Accessories,W2,Q3,Shelf,0,0,77.0,7.58,0.86,9.0,76.0,80,12,4,2025-11-10,17.99,0.1489,4.33,0,0,0.041,0
O00982,P0039,Chemicals,W4,Q2,Shelf,0,0,19.0,2.13,0.99,10.0,41.0,36,15,12,2025-11-02,5.922,0.2756,5.62,0,5,0.043,1
O00849,P0133,Chemicals,W1,Q3,Pallet,0,0,46.0,2.93,0.97,10.0,65.0,44,15,6,2025-11-08,15.982,0.0237,7.57,0,0,0.006,0
O00516,P0180,Accessories,W4,Q1,Rack,0,1,28.0,2.29,0.86,6.0,79.0,22,8,22,2025-10-23,6.162,0.365,8.73,0,3,0.014,0
O00693,P0044,Hardware,W4,Q2,Rack,0,0,69.0,4.59,2.56,10.0,80.0,84,38,0,2025-11-14,8.799,0.1211,2.99,0,0,0.009,1
O00481,P0189,Chemicals,W3,Q2,Pallet,0,0,120.0,11.23,4.52,14.0,57.0,252,95,23,2025-10-22,18.842,0.0326,5.7,0,1,0.019,1
O00284,P0113,Clothing,W4,Q2,Shelf,0,0,47.0,4.11,0.01,10.0,62.0,41,0,8,2025-11-06,21.706,0.2918,4.36,0,2,0.0,0
O00850,P0078,Perishables,W4,Q4,Pallet,1,0,37.0,3.87,2.27,12.0,69.0,87,41,7,2025-11-07,13.227,0.4444,5.03,0,4,0.038,1
O00661,P0174,Chemicals,W3,Q2,Pallet,0,0,,,0.98,,,38,12,3,2025-11-11,3.023,0.2903,20.12,1,1,0.029,1
O00226,P0168,Chemicals,W4,Q1,Pallet,0,0,44.0,4.22,1.54,11.0,64.0,71,25,0,2025-11-14,12.005,0.4513,3.14,0,1,0.014,1
O00027,P0172,Chemicals,W3,Q4,Shelf,0,0,27.0,5.06,1.42,6.0,72.0,43,13,5,2025-11-09,2.618,0.477,2.47,0,1,0.025,0
O00790,P0083,Electronics,W1,Q1,Rack,0,1,39.0,5.46,1.11,10.0,74.0,72,17,4,2025-11-10,24.762,0.15,5.89,0,2,0.036,1
O00438,P0161,Clothing,W4,Q1,Shelf,0,0,46.0,2.04,0.63,6.0,84.0,18,6,31,2025-10-14,17.906,0.3942,4.58,0,1,0.031,0
O00960,P0195,Perishables,W2,Q1,Pallet,1,0,38.0,3.82,1.72,10.0,94.0,64,26,13,2025-11-01,19.361,0.3924,1.6,0,0,0.034,1
O00365,P0044,Hardware,W5,Q2,Shelf,0,0,102.0,12.38,5.16,10.0,83.0,201,77,2,2025-11-12,22.068,0.0106,1.7,0,1,0.018,1
O00230,P0026,Accessories,W5,Q1,Rack,0,0,56.0,1.85,0.71,8.0,75.0,24,9,4,2025-11-10,13.891,0.0388,2.55,0,0,0.032,0
O00038,P0117,Perishables,W4,Q4,Rack,1,0,65.0,18.61,11.36,6.0,73.0,214,102,22,2025-10-23,9.628,0.272,1.38,0,1,0.025,1
O00976,P0023,Chemicals,W5,Q4,Shelf,0,0,52.0,1.86,0.64,12.0,49.0,34,12,7,2025-11-07,13.463,0.0226,6.11,0,2,0.005,1
O00375,P0003,Chemicals,W2,Q4,Pallet,0,0,50.0,3.65,1.94,9.0,78.0,59,26,7,2025-11-07,17.594,0.2053,30.36,0,0,0.018,0
O00470,P0093,Electronics,W4,Q2,Rack,0,1,23.0,1.19,0.36,10.0,80.0,17,5,0,2025-11-14,1.354,0.1017,28.27,0,0,0.021,0
O00978,P0116,Clothing,W2,Q1,Pallet,0,0,67.0,9.0,4.17,7.0,70.0,107,44,21,2025-10-24,18.753,0.3789,2.95,0,0,0.042,0
