product_id,product_name,supplier,category,warehouse_location,date_added,discontinued,price_USD,stock_level,weight_kg,length_cm,width_cm,height_cm,demand_30,demand_365,lead_time_days,return_rate_pct,defect_rate_pct,shelf_life_days
P0035,Product_P0035,Supplier_9,Food,North,2022-08-23,0,23.38,57,0.804,8.55,3.1,2.83,6,74,2,1.037,0.223,26
P0024,Product_P0024,Supplier_12,Food,North,2025-03-01,0,26.74,48,0.635,6.59,4.74,1.07,7,91,3,1.335,0.475,41
P0048,Product_P0048,Supplier_16,Health,West,2022-07-05,0,16.31,39,0.069,1.0,2.15,0.2,2,17,4,0.482,0.419,21
P0053,Product_P0053,Supplier_19,Home,Center,2024-12-31,0,10.04,24,0.01,1.0,0.5,0.2,0,0,3,0.474,0.0,16
P0051,Product_P0051,Supplier_15,Food,West,2023-05-30,0,26.65,72,0.656,10.95,4.32,1.15,15,77,1,0.0,0.0,42
P0054,Product_P0054,Supplier_17,Electronics,West,2023-03-30,1,8.35,44,0.01,1.0,0.5,0.2,0,0,4,0.672,0.26,6
P0038,Product_P0038,Supplier_15,Clothing,East,2022-10-05,0,16.94,52,0.01,1.95,2.82,1.02,2,55,2,0.0,0.0,26
P0014,Product_P0014,Supplier_3,Home,North,2024-02-02,1,5.72,52,0.01,1.0,0.5,0.2,0,0,4,0.0,0.0,20
P0037,Product_P0037,Supplier_17,Food,East,2024-04-02,0,27.87,52,1.078,8.11,7.24,3.81,13,125,2,0.034,0.599,36
P0037,Product_P0037,Supplier_13,Food,West,2023-07-16,0,23.47,54,0.626,9.09,4.92,3.67,15,101,6,1.76,0.541,43
P0006,Product_P0006,Supplier_9,Home,South,2022-03-08,0,25.5,81,0.302,11.94,4.24,2.21,13,79,4,0.0,0.0,51
P0018,Product_P0018,Supplier_13,Tools,Center,2025-01-07,1,10.68,37,0.01,1.0,0.5,0.2,0,32,2,0.0,0.0,32
P0022,Product_P0022,Supplier_16,Electronics,West,2025-03-22,0,18.09,46,0.01,1.0,0.87,0.2,5,10,3,1.102,0.419,27
P0018,Product_P0018,Supplier_19,Tools,East,2023-06-02,0,16.4,26,0.01,1.0,0.83,0.2,0,71,4,2.323,1.126,1
P0051,Product_P0051,Supplier_14,Home,South,2024-01-07,0,15.58,43,0.01,3.47,0.5,0.2,0,16,4,1.054,0.0,25
P0002,Product_P0002,Supplier_8,Electronics,South,2023-06-25,0,24.22,61,0.751,7.22,3.43,1.26,9,59,3,0.191,0.0,31
P0032,Product_P0032,Supplier_19,Food,West,2023-01-22,0,27.87,62,0.655,10.47,5.1,1.36,19,49,4,0.148,0.288,49
P0017,Product_P0017,Supplier_3,Electronics,North,2022-04-03,0,14.58,30,0.01,1.0,0.5,0.4,0,27,3,1.443,1.11,7
P0060,Product_P0060,Supplier_18,Clothing,South,2023-07-02,0,30.84,65,1.097,11.76,8.68,3.22,13,65,2,1.02,0.0,59
P0001,Product_P0001,Supplier_16,Food,Center,2024-09-09,0,35.62,79,1.448,12.71,8.32,4.09,18,112,2,0.741,0.0,66
P0009,Product_P0009,Supplier_14,Health,East,2022-01-21,0,21.76,60,0.486,8.05,4.22,2.52,10,55,4,0.682,0.0,35
P0013,Product_P0013,Supplier_16,Food,East,2023-11-30,0,39.25,85,1.508,16.84,11.61,7.05,23,113,3,0.234,0.266,67
P0036,Product_P0036,Supplier_17,Electronics,East,2024-11-22,0,10.46,31,0.01,1.0,0.5,0.2,0,0,3,1.011,0.093,16
P0037,Product_P0037,Supplier_20,Food,West,2022-09-19,0,10.28,22,0.01,1.0,0.5,0.2,0,8,4,2.514,0.466,12
P0058,Product_P0058,Supplier_11,Home,East,2022-08-08,0,1.0,25,0.01,1.0,0.5,0.2,0,0,1,0.397,0.319,1
P0030,Product_P0030,Supplier_13,Health,East,2024-07-15,0,36.17,75,1.676,16.42,8.25,5.68,23,107,3,0.0,0.488,53
P0031,Product_P0031,Supplier_11,Food,Center,2022-11-03,0,27.2,65,0.921,10.18,4.37,2.82,13,93,3,0.246,0.576,39
P0023,Product_P0023,Supplier_4,Food,North,2022-08-19,0,11.41,64,0.01,1.0,0.54,0.2,3,84,4,0.0,0.0,30
P0050,Product_P0050,Supplier_14,Electronics,West,2023-03-30,0,28.14,56,0.447,7.21,4.72,2.18,16,82,2,0.633,0.705,42
P0028,Product_P0028,Supplier_5,Clothing,West,2023-04-17,0,5.49,33,0.01,1.0,0.5,0.2,0,0,5,0.085,0.18,10
P0059,Product_P0059,Supplier_4,Food,East,2024-11-14,0,49.0,87,2.756,27.25,14.0,7.83,39,163,3,1.541,0.0,74
P0010,Product_P0010,Supplier_1,Food,Center,2024-01-13,0,30.79,28,1.095,9.62,5.3,4.4,17,88,4,2.787,1.685,35
P0025,Product_P0025,Supplier_14,Electronics,South,2023-05-03,0,23.8,50,0.599,6.74,1.11,2.39,9,51,5,0.984,0.139,31
P0060,Product_P0060,Supplier_7,Health,East,2023-10-04,0,22.21,63,1.218,12.44,5.6,1.61,12,97,3,0.0,0.241,49
P0036,Product_P0036,Supplier_10,Electronics,East,2025-02-18,0,24.55,61,0.291,5.45,4.73,2.91,14,74,3,0.0,0.334,52
P0026,Product_P0026,Supplier_2,Clothing,West,2022-05-16,0,26.24,49,0.654,9.65,6.4,2.12,6,90,4,0.743,0.824,31
P0026,Product_P0026,Supplier_10,Clothing,West,2022-09-07,0,10.3,35,0.01,1.0,0.5,0.2,0,5,3,1.216,0.649,17
P0045,Product_P0045,Supplier_3,Electronics,East,2025-03-01,0,24.07,54,0.365,5.17,3.46,0.8,9,86,3,0.0,0.176,35
P0013,Product_P0013,Supplier_8,Electronics,West,2025-02-22,0,44.03,72,2.376,20.1,12.17,7.56,35,150,3,1.451,0.501,67
P0017,Product_P0017,Supplier_10,Food,Center,2022-08-01,0,35.55,76,1.377,13.1,9.35,5.19,26,91,3,0.219,0.0,55
P0040,Product_P0040,Supplier_8,Home,South,2022-06-24,0,45.35,77,2.112,26.56,13.44,6.37,37,191,1,1.504,0.526,60
P0004,Product_P0004,Supplier_14,Electronics,South,2023-05-21,1,18.84,37,0.01,4.54,0.99,0.2,0,0,4,2.075,0.986,33
P0023,Product_P0023,Supplier_18,Food,South,2022-03-01,0,6.03,37,0.01,1.0,0.5,0.2,0,0,3,0.0,0.035,7
P0035,Product_P0035,Supplier_9,Food,East,2024-02-25,0,21.36,48,0.673,7.28,4.06,3.62,5,43,3,2.042,0.93,30
P0011,Product_P0011,Supplier_9,Clothing,East,2022-04-03,0,22.44,47,0.154,2.36,3.14,0.53,9,104,3,0.823,0.05,22
P0012,Product_P0012,Supplier_4,Electronics,East,2022-03-11,0,36.24,66,1.587,16.08,7.67,6.63,28,149,2,0.277,0.786,55
P0009,Product_P0009,Supplier_3,Electronics,Center,2023-08-06,0,1.0,17,0.01,1.0,0.5,0.2,0,0,5,0.439,0.252,2
P0015,Product_P0015,Supplier_14,Food,South,2025-02-23,0,35.09,82,1.618,14.01,8.29,4.8,24,112,3,0.0,0.0,57
P0045,Product_P0045,Supplier_14,Clothing,West,2023-05-28,1,16.79,51,0.01,4.51,2.26,0.2,0,84,3,0.595,0.0,14
P0037,Product_P0037,Supplier_16,Clothing,West,2023-03-04,0,19.28,41,0.01,4.85,2.48,0.2,0,46,2,1.192,0.483,21
P0005,Product_P0005,Supplier_5,Food,North,2025-04-12,0,6.14,31,0.01,1.0,0.5,0.2,0,16,3,0.0,0.301,8
P0019,Product_P0019,Supplier_20,Tools,North,2023-10-01,0,1.0,29,0.01,1.0,0.5,0.2,0,0,4,0.269,0.109,1
P0011,Product_P0011,Supplier_15,Electronics,West,2023-03-27,0,27.83,77,0.87,7.67,6.5,2.61,11,81,4,0.0,0.0,56
P0009,Product_P0009,Supplier_9,Health,South,2023-04-09,0,20.49,45,0.113,5.63,1.51,2.77,4,53,4,0.0,0.351,28
P0035,Product_P0035,Supplier_7,Tools,East,2022-08-22,0,7.5,20,0.01,1.26,0.5,0.2,0,1,4,2.948,0.748,1
P0050,Product_P0050,Supplier_13,Clothing,West,2023-09-07,0,1.0,34,0.01,1.0,0.5,0.2,0,0,2,0.0,0.0,1
P0027,Product_P0027,Supplier_8,Health,West,2023-06-11,0,17.59,48,0.01,1.0,2.29,0.2,1,41,2,0.154,0.726,22
P0013,Product_P0013,Supplier_12,Health,North,2022-11-21,0,44.42,69,2.567,21.07,11.12,7.49,31,146,3,1.343,0.74,66
P0057,Product_P0057,Supplier_4,Clothing,South,2022-07-12,0,16.15,32,0.01,1.89,1.98,0.37,4,66,3,0.0,0.0,23
P0060,Product_P0060,Supplier_16,Home,West,2023-01-09,0,5.29,31,0.01,1.0,0.5,0.2,0,0,4,0.252,0.22,5
P0012,Product_P0012,Supplier_6,Health,East,2023-09-03,0,14.62,54,0.01,3.01,0.5,0.2,0,38,3,0.508,0.0,29
P0009,Product_P0009,Supplier_5,Clothing,East,2022-03-11,0,20.3,35,0.39,2.48,0.5,0.31,3,55,5,0.666,0.676,26
P0042,Product_P0042,Supplier_1,Tools,Center,2022-07-04,1,1.0,4,0.01,1.0,0.5,0.2,0,0,4,0.421,0.316,1
P0028,Product_P0028,Supplier_14,Clothing,East,2025-02-11,0,22.0,53,0.195,10.43,2.65,1.64,8,55,3,0.356,0.286,28
P0013,Product_P0013,Supplier_9,Tools,West,2023-10-14,1,18.37,49,0.475,3.3,2.57,1.56,4,54,1,0.694,1.112,13
P0020,Product_P0020,Supplier_18,Food,West,2022-03-18,0,35.94,57,1.558,13.11,7.24,5.44,18,129,5,2.561,1.18,44
P0052,Product_P0052,Supplier_6,Tools,East,2024-04-11,0,43.39,77,2.24,23.04,10.63,7.93,32,178,4,1.215,0.603,68
P0013,Product_P0013,Supplier_15,Food,North,2022-03-16,0,35.71,67,1.336,13.83,8.7,5.19,22,103,2,1.429,0.177,52
P0027,Product_P0027,Supplier_16,Food,South,2024-06-05,0,17.52,44,0.01,3.07,1.56,0.51,1,44,5,1.25,0.0,27
P0026,Product_P0026,Supplier_8,Food,West,2024-06-18,0,6.78,39,0.01,1.0,0.5,0.2,0,25,3,0.007,0.0,9
P0029,Product_P0029,Supplier_19,Food,East,2024-02-21,0,52.83,86,2.746,28.36,16.21,9.34,39,139,3,1.059,0.0,82
P0029,Product_P0029,Supplier_5,Food,East,2024-05-28,0,23.21,48,0.552,4.28,0.53,1.97,9,36,5,0.026,0.567,30
P0022,Product_P0022,Supplier_14,Home,West,2022-04-16,0,20.0,55,0.01,8.45,1.84,1.67,10,82,4,1.78,0.238,25
P0009,Product_P0009,Supplier_7,Electronics,Center,2024-05-22,0,22.41,45,0.799,2.91,5.44,0.56,6,83,4,1.916,0.543,26
P0024,Product_P0024,Supplier_4,Food,South,2022-06-14,0,19.76,64,0.134,6.29,1.86,1.79,7,61,3,0.0,0.0,34
P0042,Product_P0042,Supplier_1,Tools,West,2023-02-12,0,20.58,40,0.389,4.22,2.8,1.63,3,45,4,1.355,0.681,23
P0019,Product_P0019,Supplier_4,Electronics,East,2025-02-05,0,19.08,36,0.109,5.53,3.48,0.34,5,16,3,2.312,0.728,24
P0038,Product_P0038,Supplier_14,Electronics,Center,2023-08-27,0,12.5,37,0.01,1.0,0.5,0.2,0,10,3,0.812,0.346,17
P0031,Product_P0031,Supplier_16,Electronics,West,2025-03-06,0,12.5,57,0.01,1.0,0.5,0.2,1,59,2,0.0,0.0,30
P0039,Product_P0039,Supplier_7,Food,South,2022-04-17,0,10.78,36,0.01,1.0,0.55,0.2,0,4,2,0.0,0.0,21
P0015,Product_P0015,Supplier_10,Food,Center,2023-07-28,1,16.5,31,0.01,3.42,0.5,0.2,1,29,3,1.609,0.86,19
P0054,Product_P0054,Supplier_10,Home,East,2022-03-16,0,20.73,45,0.116,7.09,3.54,2.32,6,40,2,0.39,0.27,38
P0032,Product_P0032,Supplier_4,Food,North,2024-01-27,0,13.13,53,0.01,1.0,0.5,0.2,1,45,3,0.557,0.0,27
P0051,Product_P0051,Supplier_12,Home,South,2022-04-05,0,38.81,79,1.54,15.16,8.09,4.78,27,110,2,1.058,0.38,51
P0046,Product_P0046,Supplier_6,Food,Center,2022-07-30,1,1.0,0,0.01,1.0,0.5,0.2,0,0,4,1.055,0.448,1
P0048,Product_P0048,Supplier_13,Tools,West,2022-11-07,0,34.9,72,1.563,14.63,9.07,4.95,20,76,2,1.586,0.254,59
P0046,Product_P0046,Supplier_1,Food,West,2024-06-17,0,35.09,83,1.437,16.04,9.29,4.69,24,78,3,1.303,0.156,53
P0029,Product_P0029,Supplier_8,Home,Center,2022-07-16,0,1.0,18,0.01,1.0,0.5,0.2,0,0,3,0.203,0.0,1
P0057,Product_P0057,Supplier_16,Home,West,2024-10-12,1,15.48,43,0.01,2.22,0.5,0.2,0,3,3,1.423,0.174,18
P0052,Product_P0052,Supplier_5,Food,Center,2022-06-08,1,11.1,61,0.01,1.0,0.5,0.2,0,65,3,0.0,0.0,13
P0034,Product_P0034,Supplier_7,Electronics,South,2022-02-12,0,9.01,15,0.01,1.0,0.5,0.2,0,0,2,1.677,0.641,1
P0009,Product_P0009,Supplier_3,Health,West,2023-04-20,0,7.9,39,0.01,1.0,0.5,0.2,0,0,3,0.936,0.344,14
P0035,Product_P0035,Supplier_2,Clothing,South,2025-03-21,0,11.43,29,0.01,1.0,0.5,0.2,0,6,4,1.158,0.578,6
P0006,Product_P0006,Supplier_2,Tools,East,2022-05-13,0,46.97,79,2.138,14.55,13.12,8.81,35,145,4,1.826,0.494,62
P0037,Product_P0037,Supplier_20,Clothing,East,2022-05-03,0,35.53,63,1.245,12.88,8.38,4.87,20,84,4,1.912,0.799,45
P0014,Product_P0014,Supplier_10,Electronics,East,2024-06-20,0,34.29,69,1.258,12.64,5.91,4.45,24,90,3,0.23,0.0,56
P0047,Product_P0047,Supplier_20,Tools,East,2023-01-10,0,29.65,55,0.956,12.57,4.74,3.19,14,70,4,0.0,0.248,40
P0050,Product_P0050,Supplier_9,Health,West,2024-05-10,0,5.46,30,0.01,1.0,0.5,0.2,0,0,3,0.702,0.288,10
P0049,Product_P0049,Supplier_18,Home,Center,2022-08-29,0,13.14,40,0.01,1.0,0.5,0.2,0,54,3,0.0,0.043,23
P0009,Product_P0009,Supplier_6,Food,West,2023-07-07,0,25.93,57,0.757,12.58,5.83,2.12,15,79,2,1.078,0.605,51
P0019,Product_P0019,Supplier_20,Tools,West,2022-11-15,0,1.0,32,0.01,1.0,0.5,0.2,0,1,2,0.0,0.0,11
P0023,Product_P0023,Supplier_6,Clothing,South,2023-06-26,0,33.17,50,1.227,14.65,7.38,4.93,16,107,5,2.053,0.766,45
P0057,Product_P0057,Supplier_10,Home,Center,2024-07-11,0,14.61,54,0.01,1.24,0.5,0.2,0,56,1,0.563,0.0,22
P0041,Product_P0041,Supplier_9,Tools,North,2024-07-03,0,14.4,41,0.01,3.45,2.02,0.2,0,0,3,1.374,0.059,26
P0028,Product_P0028,Supplier_9,Health,North,2023-09-11,0,27.35,54,0.628,10.73,8.34,3.36,19,82,4,0.279,0.588,45
P0016,Product_P0016,Supplier_3,Electronics,Center,2025-01-19,0,23.94,57,0.443,7.7,4.09,2.35,9,96,3,0.642,0.034,36
P0026,Product_P0026,Supplier_12,Clothing,North,2022-11-13,0,17.12,42,0.074,3.99,1.51,0.8,0,26,3,2.029,0.406,28
P0038,Product_P0038,Supplier_11,Clothing,Center,2022-10-16,0,32.81,62,1.105,12.23,7.47,3.84,22,139,3,0.0,0.046,46
P0040,Product_P0040,Supplier_14,Clothing,South,2024-01-07,0,11.06,31,0.01,1.0,0.5,0.51,0,34,3,2.032,0.297,7
P0025,Product_P0025,Supplier_19,Clothing,South,2024-01-16,0,24.12,59,0.586,7.18,3.32,1.53,9,58,3,0.0,0.0,45
P0035,Product_P0035,Supplier_10,Tools,West,2022-02-25,0,27.27,68,0.928,11.21,5.08,2.7,16,71,2,0.125,0.378,40
P0054,Product_P0054,Supplier_19,Electronics,North,2023-12-31,0,22.06,41,0.14,8.92,3.87,1.06,3,33,5,1.872,0.587,21
P0005,Product_P0005,Supplier_5,Health,Center,2023-03-26,0,21.87,57,0.485,7.87,5.25,1.24,11,44,4,0.008,0.0,35
P0007,Product_P0007,Supplier_9,Food,South,2024-06-15,1,4.63,29,0.01,1.0,0.5,0.2,0,0,3,0.625,0.0,2
P0023,Product_P0023,Supplier_1,Electronics,West,2024-08-27,0,32.93,62,1.021,14.21,7.11,5.17,21,110,2,0.314,0.642,54
P0025,Product_P0025,Supplier_15,Tools,North,2023-10-25,0,17.86,49,0.01,5.55,0.5,0.2,0,13,3,0.687,0.055,20
P0001,Product_P0001,Supplier_4,Food,North,2022-01-03,0,13.36,40,0.01,3.23,1.72,0.2,0,39,3,0.363,0.278,21
P0022,Product_P0022,Supplier_7,Health,North,2024-02-03,0,32.08,64,1.337,12.05,7.13,4.92,23,120,4,0.0,0.514,52
P0053,Product_P0053,Supplier_6,Health,South,2024-06-17,0,14.81,37,0.01,1.0,0.5,0.2,0,0,2,0.251,0.56,9
P0004,Product_P0004,Supplier_15,Food,South,2022-10-26,0,7.48,20,0.01,1.0,0.5,0.2,0,21,3,0.801,0.814,1
P0058,Product_P0058,Supplier_6,Electronics,North,2023-07-12,0,3.46,22,0.01,1.0,0.5,0.2,0,0,4,1.026,0.059,1
P0028,Product_P0028,Supplier_7,Health,South,2025-03-04,0,26.54,50,0.515,8.81,5.54,1.97,11,93,4,0.777,0.506,48
P0048,Product_P0048,Supplier_20,Food,North,2022-12-24,0,8.79,32,0.01,1.0,0.5,0.2,0,0,3,0.23,0.556,1
P0059,Product_P0059,Supplier_3,Home,East,2022-09-25,0,46.04,73,2.417,22.36,13.54,8.65,33,168,2,2.041,1.157,62
P0014,Product_P0014,Supplier_13,Home,South,2022-09-11,0,1.0,13,0.01,1.0,0.5,0.2,0,0,6,0.0,0.306,1
P0033,Product_P0033,Supplier_2,Tools,Center,2023-11-02,0,37.66,90,1.604,15.06,8.26,4.41,24,123,4,0.0,0.0,55
P0004,Product_P0004,Supplier_3,Clothing,South,2025-02-13,0,24.79,50,0.891,9.35,4.25,1.73,15,111,3,1.084,0.293,43
P0042,Product_P0042,Supplier_13,Home,North,2024-01-01,0,19.64,44,0.36,1.34,0.83,1.15,10,45,4,0.0,0.136,29
P0011,Product_P0011,Supplier_9,Electronics,Center,2022-12-30,0,7.65,53,0.01,1.0,0.5,0.2,0,25,2,0.0,0.0,19
P0039,Product_P0039,Supplier_19,Electronics,West,2024-02-06,0,27.62,55,0.859,10.38,4.62,2.64,7,84,4,0.985,0.698,36
P0032,Product_P0032,Supplier_18,Tools,Center,2024-01-20,1,18.13,53,0.01,6.33,2.5,0.8,2,55,3,0.0,0.0,33
P0004,Product_P0004,Supplier_5,Home,Center,2023-12-18,0,32.53,66,1.374,15.0,8.09,4.18,16,71,3,0.0,0.0,50
P0001,Product_P0001,Supplier_10,Food,South,2022-07-11,0,26.06,53,0.604,5.08,3.74,1.83,8,66,3,1.137,0.315,36
P0026,Product_P0026,Supplier_14,Electronics,Center,2024-02-01,0,24.31,50,0.38,8.9,3.16,0.76,10,45,2,0.941,0.264,28
P0033,Product_P0033,Supplier_17,Health,Center,2023-06-01,1,18.74,44,0.356,2.77,1.66,0.98,7,22,5,1.085,0.37,20
P0017,Product_P0017,Supplier_3,Food,North,2022-01-23,0,18.2,41,0.211,1.29,0.5,0.2,4,78,2,0.0,0.156,33
P0027,Product_P0027,Supplier_7,Health,South,2023-10-10,0,27.1,51,0.745,8.04,3.78,2.09,10,66,2,1.24,0.677,38
P0042,Product_P0042,Supplier_9,Food,North,2025-04-02,0,1.0,32,0.01,1.0,0.5,0.2,0,0,3,0.041,0.274,1
P0005,Product_P0005,Supplier_5,Electronics,South,2023-02-24,0,5.89,22,0.01,1.0,0.5,0.2,0,0,2,0.932,0.492,1
P0007,Product_P0007,Supplier_4,Tools,West,2025-03-04,1,30.58,57,0.592,12.08,6.84,3.77,17,67,3,1.921,0.15,41
P0025,Product_P0025,Supplier_3,Electronics,Center,2022-04-26,0,19.48,54,0.047,7.96,1.57,0.2,7,78,4,0.0,0.0,32
P0008,Product_P0008,Supplier_13,Health,South,2024-05-28,0,16.3,37,0.516,2.62,1.93,1.12,4,37,4,1.653,1.052,22
P0034,Product_P0034,Supplier_9,Home,Center,2022-05-18,0,19.11,41,0.01,1.61,5.24,0.61,2,56,4,0.274,0.143,36
P0041,Product_P0041,Supplier_7,Clothing,Center,2022-11-25,0,26.1,51,0.697,6.0,5.8,1.62,8,102,3,1.116,0.645,23
P0004,Product_P0004,Supplier_8,Food,East,2023-11-17,0,16.88,41,0.01,2.09,0.5,0.2,0,17,3,0.995,0.36,16
P0012,Product_P0012,Supplier_10,Health,North,2023-12-13,1,16.12,31,0.22,2.42,0.5,0.52,0,39,4,2.07,0.916,12
P0058,Product_P0058,Supplier_1,Food,South,2024-07-19,0,20.12,53,0.679,9.25,2.17,0.38,2,37,1,0.327,0.0,18
P0031,Product_P0031,Supplier_20,Clothing,West,2024-01-09,0,7.44,36,0.01,1.0,0.5,0.2,0,47,4,0.02,0.127,1
P0011,Product_P0011,Supplier_1,Tools,East,2023-12-14,0,23.37,62,0.633,7.42,4.37,3.22,9,89,2,1.174,0.219,41
P0037,Product_P0037,Supplier_19,Clothing,North,2024-12-30,0,1.0,23,0.01,1.0,0.5,0.2,0,0,5,0.0,0.294,1
P0044,Product_P0044,Supplier_2,Electronics,West,2023-06-27,0,35.54,61,1.544,14.91,6.22,5.85,19,94,3,1.348,0.617,56
P0059,Product_P0059,Supplier_12,Food,West,2022-09-28,0,22.16,62,0.387,2.53,1.66,0.95,0,56,2,0.0,0.0,48
P0053,Product_P0053,Supplier_13,Tools,Center,2022-07-14,0,18.66,61,0.365,10.57,2.26,1.22,10,46,2,0.131,0.0,38
P0036,Product_P0036,Supplier_14,Electronics,North,2023-04-25,0,28.7,77,0.993,11.98,5.34,2.65,13,128,2,0.249,0.0,51
P0045,Product_P0045,Supplier_5,Health,East,2024-05-05,0,41.07,70,2.681,20.45,13.24,7.53,30,118,6,0.951,0.392,62
P0022,Product_P0022,Supplier_3,Tools,South,2022-02-21,1,38.51,61,1.419,17.42,7.35,5.8,20,120,4,0.695,0.7,36
P0001,Product_P0001,Supplier_17,Food,South,2022-06-04,0,1.0,23,0.01,1.0,0.5,0.2,0,0,1,0.339,0.296,1
P0050,Product_P0050,Supplier_1,Food,East,2022-05-08,0,4.97,25,0.01,1.0,0.5,0.2,0,0,4,0.0,0.419,4
P0004,Product_P0004,Supplier_14,Food,Center,2023-12-04,0,12.72,40,0.01,1.0,0.5,0.2,0,17,4,0.179,0.324,21
P0036,Product_P0036,Supplier_6,Electronics,Center,2022-10-19,0,24.52,39,0.206,8.5,4.59,2.2,8,60,3,0.648,0.778,31
P0008,Product_P0008,Supplier_17,Home,West,2022-07-19,0,25.38,53,0.295,8.24,5.94,2.23,14,84,3,0.0,0.0,39
P0025,Product_P0025,Supplier_4,Food,North,2023-12-13,1,11.53,39,0.01,1.0,0.5,0.2,0,28,3,0.409,0.288,21
P0028,Product_P0028,Supplier_6,Food,West,2024-07-02,0,25.42,48,0.43,11.09,3.98,2.29,10,77,5,0.0,0.705,41
P0052,Product_P0052,Supplier_1,Tools,South,2023-02-03,1,10.6,37,0.01,1.0,0.5,0.2,0,0,2,1.349,0.0,21
P0038,Product_P0038,Supplier_9,Tools,East,2023-11-25,0,12.0,39,0.01,1.91,0.5,0.2,0,27,3,1.7,0.314,22
P0036,Product_P0036,Supplier_4,Electronics,North,2022-04-28,0,6.23,19,0.01,1.0,0.5,0.2,0,0,3,1.548,0.339,1
P0036,Product_P0036,Supplier_9,Health,East,2025-01-27,1,2.78,45,0.01,1.0,0.5,0.2,0,0,1,0.0,0.0,15
P0060,Product_P0060,Supplier_9,Home,North,2023-02-09,0,5.71,20,0.01,1.0,0.5,0.2,0,18,5,0.772,0.509,2
P0043,Product_P0043,Supplier_13,Electronics,South,2025-04-12,0,5.89,44,0.01,1.0,0.5,0.2,0,0,2,0.0,0.0,14
P0060,Product_P0060,Supplier_17,Clothing,South,2025-03-20,0,26.51,67,0.887,8.68,4.62,2.89,11,80,3,0.0,0.0,53
P0041,Product_P0041,Supplier_3,Home,North,2024-07-23,0,9.33,32,0.01,1.0,0.5,0.2,0,0,1,0.858,0.583,10
P0046,Product_P0046,Supplier_6,Health,Center,2022-01-25,0,56.07,82,2.685,28.78,18.33,10.89,46,220,3,1.123,0.793,79
P0004,Product_P0004,Supplier_20,Electronics,North,2023-10-15,0,23.3,61,0.73,6.79,3.7,2.98,11,75,3,1.219,0.274,39
P0013,Product_P0013,Supplier_15,Electronics,South,2022-04-15,0,26.86,48,0.712,12.83,4.42,1.96,10,103,2,0.533,0.335,40
P0038,Product_P0038,Supplier_14,Tools,East,2024-12-10,0,13.33,28,0.141,1.0,0.5,0.2,0,31,4,2.156,0.558,12
P0045,Product_P0045,Supplier_13,Tools,West,2024-08-05,0,33.54,61,1.248,10.37,8.83,3.76,16,102,3,1.321,0.755,48
P0025,Product_P0025,Supplier_9,Electronics,East,2025-03-12,1,16.22,35,0.182,5.98,2.26,0.2,5,38,5,2.556,0.689,21
P0003,Product_P0003,Supplier_15,Tools,South,2024-01-01,0,24.55,52,0.461,8.74,1.95,1.3,10,80,4,1.301,0.506,32
P0055,Product_P0055,Supplier_14,Tools,East,2023-09-19,0,52.12,86,2.838,23.56,13.47,8.9,40,144,2,0.267,0.0,87
P0032,Product_P0032,Supplier_4,Food,Center,2023-09-15,0,14.5,47,0.053,2.56,0.5,0.2,4,32,3,0.0,0.0,27
P0039,Product_P0039,Supplier_11,Electronics,Center,2023-04-09,0,31.61,70,0.865,16.69,7.37,4.36,25,104,3,0.312,0.486,60
P0001,Product_P0001,Supplier_2,Health,North,2023-07-17,0,9.55,40,0.01,1.0,0.5,0.2,0,21,3,0.0,0.034,17
P0011,Product_P0011,Supplier_16,Clothing,East,2024-02-02,0,24.31,45,1.113,13.83,5.65,3.47,2,65,4,1.684,1.013,29
P0002,Product_P0002,Supplier_19,Electronics,East,2025-01-24,0,40.42,79,1.985,15.4,10.87,6.22,34,116,3,0.0,0.561,60
P0005,Product_P0005,Supplier_16,Electronics,South,2023-12-17,1,14.3,41,0.01,1.59,0.5,0.2,0,20,3,0.189,0.0,18
P0056,Product_P0056,Supplier_7,Tools,North,2024-10-25,0,44.56,69,2.019,22.83,12.66,5.48,38,124,3,0.968,0.224,65
P0022,Product_P0022,Supplier_11,Home,North,2024-11-01,0,28.61,71,0.912,12.52,5.14,0.2,19,47,4,0.706,0.123,38
P0046,Product_P0046,Supplier_12,Home,East,2023-09-15,0,16.74,34,0.051,3.14,3.1,0.96,7,53,4,0.82,0.937,19
P0013,Product_P0013,Supplier_4,Home,West,2023-02-21,0,26.66,66,0.239,8.36,3.47,1.23,15,87,4,0.004,0.14,39
P0048,Product_P0048,Supplier_16,Clothing,East,2024-02-07,0,32.0,61,0.986,14.02,7.88,3.91,23,110,4,1.108,0.004,54
P0023,Product_P0023,Supplier_16,Clothing,East,2023-06-20,0,21.67,64,0.424,10.27,5.94,2.0,17,100,3,0.0,0.103,50
P0047,Product_P0047,Supplier_7,Electronics,East,2022-04-08,0,1.0,23,0.01,1.0,0.5,0.2,0,0,3,0.0,0.0,1
P0031,Product_P0031,Supplier_13,Tools,Center,2023-03-30,0,9.36,43,0.01,1.0,0.5,0.2,0,0,2,0.0,0.207,24
P0035,Product_P0035,Supplier_5,Food,North,2025-04-07,0,18.68,44,0.01,1.0,2.09,0.36,1,36,4,0.232,0.0,25
P0038,Product_P0038,Supplier_1,Electronics,Center,2022-02-28,0,16.16,51,0.187,3.18,2.5,1.09,4,35,1,0.0,0.017,24
